City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,bikenibeu village,1.3673,173.1241,82.36,83,40,2.3,KI,1702143574
362,fredericksburg,38.3032,-77.4605,59.02,57,0,25.01,US,1702143575
363,egilsstadir,65.2653,-14.3948,22.91,93,75,4.61,IS,1702143575
364,lib,8.3122,167.3766,81.63,70,86,20.4,MH,1702143575
365,nizhnesortymskiy,62.4397,71.7603,-32.67,99,12,8.01,RU,1702143575
366,bulgan,48.8125,103.5347,-10.03,99,26,0.81,MN,1702143575
367,manggar,-2.8833,108.2667,80.33,83,100,3.33,ID,1702143575
368,sharhorod,48.7383,28.085,29.52,89,96,6.06,UA,1702143575
369,ponta delgada,37.7333,-25.6667,68.72,88,40,17.27,PT,1702143576
370,rabaul,-4.1967,152.1721,79.83,78,94,3.69,PG,1702143576
371,pierre,44.3683,-100.351,35.85,63,0,26.46,US,1702143542
372,guarapari,-20.6667,-40.4975,76.89,91,97,14.99,BR,1702143576
373,mhamid,29.82,-5.72,71.58,21,9,8.84,MA,1702143576
374,taoudenni,22.6783,-3.9836,77.31,19,9,11.79,ML,1702143576
375,sastre,-31.7676,-61.8289,80.01,34,69,4.34,AR,1702143576
376,gamba,-2.65,10.0,79.29,81,32,7.09,GA,1702143576
377,torghay,49.6339,63.4981,0.18,55,0,5.32,KZ,1702143577
378,lindale,32.5157,-95.4094,73.15,63,0,10.36,US,1702143577
379,ust-tsilma,65.441,52.1498,-26.39,100,27,1.99,RU,1702143577
380,keflavik,64.0049,-22.5624,32.43,86,0,4.61,IS,1702143577
381,arteche,12.2645,125.4048,79.07,84,47,8.16,PH,1702143577
382,iaciara,-14.0958,-46.6317,101.61,18,13,9.55,BR,1702143577
383,cestos city,5.46,-9.5828,83.26,78,33,7.83,LR,1702143577
384,celendin,-6.8703,-78.1517,70.32,54,72,5.48,PE,1702143577
385,sidi qacem,34.2215,-5.7078,68.22,57,99,3.65,MA,1702143578
386,vila velha,-20.3297,-40.2925,80.55,90,75,11.99,BR,1702143578
387,chaozhou,23.6651,116.6379,62.46,82,8,0.67,CN,1702143578
388,san lawrenz,36.0553,14.204,60.21,78,61,25.99,MT,1702143578
389,kristianstad,56.0313,14.1524,37.54,98,100,9.22,SE,1702143578
390,north bend,43.4065,-124.2243,43.86,81,100,11.5,US,1702143578
391,tateyama,34.9833,139.8667,58.59,54,92,4.23,JP,1702143578
392,ilebo,-4.3167,20.5833,70.27,99,100,0.96,CD,1702143578
393,prince rupert,54.3161,-130.3201,42.49,81,100,36.82,CA,1702143526
394,svyetlahorsk,52.6329,29.7389,13.6,99,99,4.85,BY,1702143579
395,bonny,4.4522,7.1681,81.9,81,11,10.83,NG,1702143579
396,saynshand,44.8824,110.1163,-2.52,81,22,7.58,MN,1702143579
397,camiri,-20.05,-63.5167,94.78,31,1,6.91,BO,1702143579
398,vila franca do campo,37.7167,-25.4333,68.41,99,97,16.82,PT,1702143579
399,zyryanskoye,56.8306,86.6258,-21.55,95,96,5.84,RU,1702143579
400,belmonte,-15.8631,-38.8828,86.45,57,65,8.97,BR,1702143579
401,kurchatov,51.6601,35.6521,24.42,95,97,8.68,RU,1702143422
402,ketchikan,55.3422,-131.6461,39.67,87,100,18.41,US,1702143445
403,muisne,0.6,-80.0333,79.39,82,95,12.39,EC,1702143580
404,hola,51.5377,23.1902,26.78,95,100,6.76,PL,1702143580
405,santa elena de uairen,4.6167,-61.1333,84.18,36,79,9.6,VE,1702143482
406,zhezqazghan,47.7833,67.7667,2.19,50,0,6.13,KZ,1702143580
407,touros,-5.1989,-35.4608,83.82,62,70,14.92,BR,1702143580
408,mae hong son,19.3003,97.9685,70.75,99,2,0.94,TH,1702143580
409,birao,10.2849,22.7882,78.31,17,20,4.23,CF,1702143580
410,bengkulu,-3.8004,102.2655,75.49,92,94,2.98,ID,1702143520
411,graham,47.0529,-122.2943,40.91,95,100,1.99,US,1702143379
412,luena,-11.7833,19.9167,66.09,94,97,4.56,AO,1702143581
413,lata,40.1629,-8.3327,64.08,94,97,3.51,PT,1702143581
414,branford center,41.2774,-72.8151,57.16,83,100,9.22,US,1702143581
415,pacific grove,36.6177,-121.9166,55.38,57,48,14.0,US,1702143529
416,haicheng,40.8516,122.7475,19.24,31,15,14.72,CN,1702143581
417,newman,37.3138,-121.0208,49.23,61,77,1.01,US,1702143581
418,i-n-salah,27.1935,2.4607,63.72,23,1,11.65,DZ,1702143581
419,mansoa,12.0733,-15.3189,91.6,22,83,3.98,GW,1702143582
420,flin flon,54.7682,-101.865,17.44,79,20,5.75,CA,1702143582
421,trairi,-3.2778,-39.2689,90.95,48,70,17.4,BR,1702143350
422,san cristobal,7.7669,-72.225,78.98,59,63,0.34,VE,1702143518
423,murzuq,25.9155,13.9184,59.79,38,57,18.59,LY,1702143582
424,armacao de buzios,-22.7469,-41.8817,78.85,94,100,5.23,BR,1702143582
425,yaren,-0.5472,166.916,82.17,73,100,3.24,NR,1702143582
426,coacotla,17.9333,-94.675,74.95,82,100,2.35,MX,1702143582
427,namibe,-15.1961,12.1522,74.48,80,99,9.42,AO,1702143523
428,muang phonsavan,19.45,103.2167,62.69,99,67,1.54,LA,1702143583
429,ha'il,27.5219,41.6907,68.02,49,0,4.61,SA,1702143583
430,ceelbuur,4.685,46.6176,80.15,66,42,16.26,SO,1702143583
431,kavaratti,10.5669,72.642,83.82,74,82,7.74,IN,1702143583
432,amuntai,-2.4177,115.2494,74.28,99,96,1.72,ID,1702143583
433,cedeira,43.6797,-8.0209,59.97,75,100,11.23,ES,1702143583
434,machico,32.7,-16.7667,72.72,86,40,5.75,PT,1702143583
435,yurty,56.0498,97.6348,-24.92,100,66,2.51,RU,1702143583
436,tomatlan,19.9333,-105.25,92.08,36,0,0.96,MX,1702143583
437,utete,-7.986,38.758,75.09,97,91,4.5,TZ,1702143583
438,khandyga,62.6667,135.6,-25.24,99,100,2.24,RU,1702143584
439,eyl,7.9803,49.8164,77.59,75,67,18.52,SO,1702143584
440,maun,-19.9833,23.4167,89.56,37,40,6.91,BW,1702143584
441,chicomuselo,15.7667,-92.2667,81.9,56,44,2.06,MX,1702143584
442,amga,60.8953,131.9608,-26.09,97,100,5.1,RU,1702143584
443,antonio enes,-16.2325,39.9086,82.17,74,0,15.12,MZ,1702143584
444,borodulikha,50.7184,80.9295,-13.38,99,11,3.04,KZ,1702143584
445,yunak,38.8142,31.7322,38.5,92,79,6.96,TR,1702143584
446,nuuk,64.1835,-51.7216,30.81,86,75,2.3,GL,1702143584
447,fort mcmurray,56.7268,-111.381,15.39,85,0,1.14,CA,1702143585
448,moree,-29.4667,149.85,76.33,46,5,15.17,AU,1702143368
449,antalaha,-14.9003,50.2788,76.8,90,99,4.54,MG,1702143585
450,anloga,5.7947,0.8973,82.87,78,13,10.56,GH,1702143585
451,neryungri,56.6709,124.6491,-24.32,93,100,10.22,RU,1702143585
452,saldanha,-33.0117,17.9442,69.85,79,0,33.35,ZA,1702143585
453,dankalwa,11.7443,12.1867,75.34,11,83,9.51,NG,1702143585
454,takoradi,4.8845,-1.7554,81.95,80,25,9.01,GH,1702143585
455,bargaal,11.2864,51.0773,76.87,75,54,11.12,SO,1702143585
456,mato verde,-15.3972,-42.8664,102.88,15,82,6.58,BR,1702143585
457,demre,36.2537,29.9777,50.88,79,26,1.9,TR,1702143585
458,la breita,-4.2608,-80.8875,88.05,45,25,10.51,PE,1702143586
459,tuma,55.148,40.5537,9.68,93,100,10.29,RU,1702143586
460,kone,-21.0595,164.8658,73.42,67,100,8.34,NC,1702143586
461,nar'yan-mar,67.6713,53.087,-16.89,92,13,5.99,RU,1702143513
462,braintree,51.8782,0.5529,51.67,73,50,13.0,GB,1702143336
463,lexington park,38.2668,-76.4538,60.48,64,20,11.5,US,1702143355
464,hadibu,12.65,54.0333,77.86,70,63,15.48,YE,1702143586
465,mossel bay,-34.1831,22.146,62.53,88,79,4.52,ZA,1702143586
466,weno,7.4515,151.8468,80.55,89,100,10.36,FM,1702143586
467,bandar abbas,27.1865,56.2808,66.18,68,0,4.61,IR,1702143586
468,sassandra,4.95,-6.0833,81.32,78,21,4.72,CI,1702143587
469,pirgaaj,25.8604,88.3635,64.96,45,0,4.14,BD,1702143587
470,kyosai,34.8503,128.5886,44.56,84,0,4.54,KR,1702143587
471,baidoa,3.1138,43.6498,78.35,46,19,9.15,SO,1702143587
472,callao,-12.0667,-77.15,71.89,68,20,9.22,PE,1702143587
473,altay,47.8667,88.1167,10.71,75,100,5.17,CN,1702143587
474,gargalianoi,37.0667,21.6333,49.35,47,94,6.49,GR,1702143587
475,ola,59.5833,151.2833,21.88,93,100,10.6,RU,1702143587
476,santona,43.4439,-3.4576,61.07,93,96,11.65,ES,1702143587
477,cihanbeyli,38.6607,32.9244,37.96,91,98,16.82,TR,1702143587
478,lobujya,27.95,86.8167,7.68,29,0,4.7,NP,1702143587
479,hotan,37.0997,79.9269,41.9,26,100,5.23,CN,1702143588
480,ancud,-41.8697,-73.8203,52.86,75,7,9.8,CL,1702143481
481,galveston,29.3669,-94.9669,80.04,77,0,12.66,US,1702143588
482,badiyah,22.45,58.8,69.8,52,2,1.88,OM,1702143588
483,nizhneudinsk,54.9076,99.0276,-24.39,98,66,2.26,RU,1702143588
484,ad dabbah,18.05,30.95,71.11,18,43,2.06,SD,1702143588
485,rumphi,-11.0186,33.8575,72.79,66,100,3.71,MW,1702143588
486,uba,-21.12,-42.9428,79.52,82,53,8.3,BR,1702143549
487,ciudad lazaro cardenas,17.9583,-102.2,85.17,57,41,3.56,MX,1702143511
488,menongue,-14.6585,17.691,66.92,89,99,3.62,AO,1702143588
489,al quwayrah,29.8004,35.3116,59.0,34,100,2.48,JO,1702143588
490,idrinskoye,54.3708,92.1358,-24.05,100,67,2.93,RU,1702143589
491,mil'kovo,55.6078,37.7956,7.34,93,100,10.51,RU,1702143589
492,mersa matruh,31.3525,27.2453,66.4,45,40,4.61,EG,1702143589
493,mananjary,-21.2167,48.3333,75.11,95,86,1.23,MG,1702143589
494,nizhnyaya poyma,56.1622,97.1933,-25.19,100,79,1.95,RU,1702143589
495,abbadia san salvatore,42.8821,11.6695,43.7,81,90,3.89,IT,1702143589
496,azna,33.6095,48.9307,52.83,57,86,4.59,IR,1702143589
497,daru,-9.0763,143.2092,79.11,81,81,7.18,PG,1702143589
498,kavarna,43.4333,28.3333,31.28,82,97,17.69,BG,1702143589
499,karabanovo,56.3167,38.7,7.0,93,100,9.64,RU,1702143590
500,saint-hippolyte,42.7833,2.9667,58.3,70,100,1.14,FR,1702143590
501,tarawa,1.419,172.984,82.49,83,40,2.3,KI,1702143590
502,tabina,7.4669,123.4081,77.2,90,7,4.12,PH,1702143590
503,lubang,13.8584,120.124,82.69,75,0,16.15,PH,1702143590
504,george town,5.4112,100.3354,84.13,81,20,4.61,MY,1702143547
505,xiongzhou,25.1167,114.3,67.89,91,93,1.32,CN,1702143590
506,karratha,-20.7377,116.8463,83.17,69,5,5.23,AU,1702143590
507,gagarin,55.5529,34.9954,12.16,93,100,10.49,RU,1702143590
508,birjand,32.8663,59.2211,41.47,33,0,6.91,IR,1702143590
509,gisborne,-38.6533,178.0042,59.68,65,26,10.63,NZ,1702143591
510,selfoss,63.9331,-20.9971,24.04,64,1,8.5,IS,1702143591
511,palikir - national government center,6.9248,158.1611,81.34,78,75,3.44,FM,1702143591
512,ubiaja,6.655,6.3869,81.25,41,61,2.66,NG,1702143591
513,rockford,42.2711,-89.094,43.48,70,75,18.41,US,1702143374
514,kismayo,-0.3582,42.5454,81.0,74,14,13.42,SO,1702143591
515,new hamburg,43.3834,-80.6997,50.34,96,100,18.7,CA,1702143591
516,maluso,6.543,121.8753,79.92,83,14,2.73,PH,1702143591
517,haifa,32.8156,34.9892,59.94,93,20,5.75,IL,1702143591
518,mingyue,43.1069,128.9217,7.21,80,23,9.37,CN,1702143592
519,el calafate,-50.3408,-72.2768,56.16,57,32,11.34,AR,1702143592
520,mamburao,13.25,120.6667,76.57,82,15,5.86,PH,1702143592
521,kudahuvadhoo,2.6708,72.8944,83.21,75,100,11.1,MV,1702143592
522,awjilah,29.1081,21.2869,65.62,41,100,7.83,LY,1702143509
523,sinop,41.7711,34.8709,49.17,99,100,3.76,TR,1702143592
524,nishinoomote,30.7333,131.0,67.51,60,78,6.49,JP,1702143592
525,constantia,44.1833,28.65,32.7,81,100,10.92,RO,1702143592
526,inarajan village,13.2736,144.7484,80.74,93,54,15.48,GU,1702143592
527,broken hill,-31.95,141.4333,70.43,56,82,21.5,AU,1702143593
528,kembe,4.6228,21.8865,76.26,55,18,0.72,CF,1702143593
529,toliara,-23.35,43.6667,78.03,90,7,7.38,MG,1702143593
530,tazovsky,67.4667,78.7,-36.6,100,73,3.11,RU,1702143593
531,umuarama,-23.7664,-53.325,84.92,65,59,7.72,BR,1702143593
532,rongelap,11.1635,166.8941,81.55,80,100,19.91,MH,1702143593
533,mejit,10.2753,170.8646,80.89,78,100,18.52,MH,1702143593
534,arno,60.1167,18.6333,29.79,90,100,13.58,SE,1702143593
535,doka,13.5167,35.7667,79.61,22,88,8.16,SD,1702143593
536,lashio,22.9333,97.75,58.91,99,10,0.43,MM,1702143594
537,obo,5.3998,26.4869,77.14,39,54,1.79,CF,1702143594
538,mar del plata,-38.0023,-57.5575,74.82,70,100,21.99,AR,1702143359
539,northam,51.0333,-4.2167,51.62,84,70,38.25,GB,1702143594
540,codajas,-3.8367,-62.0569,85.77,76,89,1.07,BR,1702143594
541,macau,22.2006,113.5461,74.71,88,40,4.61,MO,1702143594
542,mazagao,-0.115,-51.2894,87.85,43,63,5.97,BR,1702143594
543,swift current,50.2834,-107.8014,22.01,86,0,12.66,CA,1702143595
544,barabinsk,55.3571,78.357,-15.18,93,100,7.74,RU,1702143595
545,paita,-5.0892,-81.1144,76.75,69,12,14.27,PE,1702143595
546,xilin hot,43.9667,116.0333,-4.59,86,70,2.28,CN,1702143595
547,adzope,6.1069,-3.8619,82.6,57,12,1.41,CI,1702143595
548,graaff-reinet,-32.2522,24.5308,50.92,96,100,5.95,ZA,1702143595
549,vila do maio,15.1333,-23.2167,83.19,70,0,12.88,CV,1702143595
550,glace bay,46.1969,-59.957,40.21,77,40,14.97,CA,1702143595
551,falmouth,50.1544,-5.0711,52.38,87,100,16.11,GB,1702143399
552,masan,35.2081,128.5725,44.15,96,0,3.2,KR,1702143595
553,verkhniy baskunchak,48.2256,46.7217,24.17,56,100,20.33,RU,1702143596
554,tual,-5.6667,132.75,78.71,91,100,15.41,ID,1702143428
555,kargat,55.1956,80.2811,-13.77,92,100,8.1,RU,1702143596
556,peterhead,57.5058,-1.7981,46.8,92,100,17.87,GB,1702143596
557,pisco,-13.7,-76.2167,71.65,73,99,9.22,PE,1702143531
558,qaisumah,28.3112,46.1273,67.96,28,0,4.61,SA,1702143596
559,caleta de carquin,-11.0925,-77.6267,66.67,87,65,12.3,PE,1702143596
560,yuci,37.6803,112.7319,33.55,40,0,13.42,CN,1702143596
561,zhongshu,24.5167,103.7667,54.81,92,0,9.73,CN,1702143596
562,oxapampa,-10.5775,-75.4017,65.17,95,100,2.59,PE,1702143596
563,abalak,58.1286,68.5944,-11.2,99,99,5.5,RU,1702143597
564,wellington,-41.2866,174.7756,60.58,85,100,29.93,NZ,1702143597
565,errachidia,31.9275,-4.4285,75.25,19,0,3.44,MA,1702143597
566,tofol,5.3248,163.0078,82.78,76,44,11.79,FM,1702143597
567,cidreira,-30.1811,-50.2056,71.24,64,72,16.33,BR,1702143597
568,strelka,58.0728,93.0344,-23.39,100,96,1.54,RU,1702143597
569,oriximina,-1.7656,-55.8661,91.98,50,54,2.77,BR,1702143597
570,lautoka,-17.6167,177.4667,75.06,78,40,9.22,FJ,1702143598
